date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:23:03	61893/61893	---M--	200	added ('OK')	application/javascript	date:Fri,%2025%20Apr%202025%2015:30:58%20GMT	https://www.merlionit.com/public/site/assets/js/bootstrap/bootstrap.min.js	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/js/bootstrap/bootstrap.min.js	(from http://www.merlionit.com/)
11:23:03	53599/53599	---M--	200	added ('OK')	text/css	date:Fri,%2025%20Apr%202025%2015:23:38%20GMT	https://www.merlionit.com/public/site/assets/css/style.min.css?v=1993739322	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/css/style.min5c10.css	(from http://www.merlionit.com/)
11:23:04	1897/1897	---M--	200	added ('OK')	text/css	date:Fri,%2025%20Apr%202025%2020:33:27%20GMT	https://www.merlionit.com/public/site/assets/js/slick-1.8.1/slick/slick.css	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/js/slick-1.8.1/slick/slick.css	(from http://www.merlionit.com/)
11:23:04	70355/70355	---M--	200	added ('OK')	application/javascript	date:Fri,%2025%20Apr%202025%2020:33:27%20GMT	https://www.merlionit.com/public/site/assets/js/slick-1.8.1/slick/slick.js	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/js/slick-1.8.1/slick/slick.js	(from http://www.merlionit.com/)
11:23:04	48706/48706	---M--	200	added ('OK')	application/javascript	date:Fri,%2025%20Apr%202025%2015:31:04%20GMT	https://www.merlionit.com/public/site/assets/js/fancybox2/jquery.fancybox.js?v=2.1.5	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/js/fancybox2/jquery.fancybox8cbb.js	(from http://www.merlionit.com/)
11:23:04	4895/4895	---M--	200	added ('OK')	text/css	date:Fri,%2025%20Apr%202025%2015:31:03%20GMT	https://www.merlionit.com/public/site/assets/js/fancybox2/jquery.fancybox.css?v=2.1.5	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/js/fancybox2/jquery.fancybox8cbb.css	(from http://www.merlionit.com/)
11:23:05	5305/5305	---M--	200	added ('OK')	application/javascript	date:Fri,%2025%20Apr%202025%2015:38:20%20GMT	https://www.merlionit.com/public/site/assets/js/fancybox2/helpers/jquery.fancybox-media.js?v=1.0.6	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/js/fancybox2/helpers/jquery.fancybox-mediac924.js	(from http://www.merlionit.com/)
11:23:05	40802/40802	---M--	200	added ('OK')	application/javascript	date:Fri,%2025%20Apr%202025%2015:24:17%20GMT	https://www.merlionit.com/public/site/assets/js/sweetalert.min.js	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/js/sweetalert.min.js	(from http://www.merlionit.com/)
11:23:05	8327/8327	---M--	200	added ('OK')	application/javascript	date:Fri,%2025%20Apr%202025%2015:31:19%20GMT	https://www.merlionit.com/public/site/assets/js/jquery_mask/jquery.mask.min.js	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/js/jquery_mask/jquery.mask.min.js	(from http://www.merlionit.com/)
11:23:05	4552/4552	---M--	200	added ('OK')	application/javascript	date:Fri,%2025%20Apr%202025%2015:24:16%20GMT	https://www.merlionit.com/public/site/assets/js/jquery.countdown.min.js	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/js/jquery.countdown.min.js	(from http://www.merlionit.com/)
11:23:05	2850/2850	---M--	200	added ('OK')	application/javascript	date:Fri,%2025%20Apr%202025%2015:24:15%20GMT	https://www.merlionit.com/public/site/assets/js/funcoes.min.js	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/js/funcoes.min.js	(from http://www.merlionit.com/)
11:23:06	4042/4042	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Apr%202025%2015:24:10%20GMT	https://www.merlionit.com/public/site/assets/images/logo.png	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/images/logo.png	(from http://www.merlionit.com/)
11:23:06	74870/74870	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:23:06%20GMT	https://www.merlionit.com/merlion-it	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/merlion-it.html	(from http://www.merlionit.com/)
11:23:06	63066/63066	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:23:07%20GMT	https://www.merlionit.com/produtos	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/produtos.html	(from http://www.merlionit.com/)
11:23:06	74436/74436	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:23:07%20GMT	https://www.merlionit.com/linha-izzy	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/linha-izzy.html	(from http://www.merlionit.com/)
11:23:07	71998/71998	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:23:07%20GMT	https://www.merlionit.com/depoimentos	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/depoimentos.html	(from http://www.merlionit.com/)
11:23:07	66375/66375	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:23:07%20GMT	https://www.merlionit.com/clientes	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/clientes.html	(from http://www.merlionit.com/)
11:23:07	196506/196506	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:23:07%20GMT	https://www.merlionit.com/blog	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/blog.html	(from http://www.merlionit.com/)
11:23:07	84023/84023	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:23:08%20GMT	https://www.merlionit.com/saiu-na-midia	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/saiu-na-midia.html	(from http://www.merlionit.com/)
11:23:08	83371/83371	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:23:08%20GMT	https://www.merlionit.com/videos	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/videos.html	(from http://www.merlionit.com/)
11:23:08	59165/59165	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:23:08%20GMT	https://www.merlionit.com/assessoria	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/assessoria.html	(from http://www.merlionit.com/)
11:23:08	62649/62649	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:23:08%20GMT	https://www.merlionit.com/contato	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/contato.html	(from http://www.merlionit.com/)
11:23:08	58485/58485	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Apr%202025%2015:24:11%20GMT	https://www.merlionit.com/public/site/assets/images/logoHome.png	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/images/logoHome.png	(from http://www.merlionit.com/)
11:23:08	50214/50214	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Apr%202025%2015:24:01%20GMT	https://www.merlionit.com/public/site/assets/images/imgFlagBrazil.png	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/images/imgFlagBrazil.png	(from http://www.merlionit.com/)
11:23:09	346/346	---M-Z	302	error ('Found')	text/html	date:Tue,%2010%20Jun%202025%2015:23:09%20GMT	https://www.merlionit.com/locale?locale=en&r=	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/localed1dd	(from http://www.merlionit.com/)
11:23:09	701/701	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Apr%202025%2015:24:02%20GMT	https://www.merlionit.com/public/site/assets/images/imgFlagUsa.png	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/images/imgFlagUsa.png	(from http://www.merlionit.com/)
11:23:09	346/346	---M-Z	302	error ('Found')	text/html	date:Tue,%2010%20Jun%202025%2015:23:09%20GMT	https://www.merlionit.com/locale?locale=es&r=	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/locale759d	(from http://www.merlionit.com/)
11:23:09	48471/48471	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Apr%202025%2015:24:02%20GMT	https://www.merlionit.com/public/site/assets/images/imgFlagSpanish.png	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/images/imgFlagSpanish.png	(from http://www.merlionit.com/)
11:23:10	150427/150427	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2012:19:06%20GMT	https://merlionit.com/storage/app/uploads/3GpgCewLbLDkAjQJsSSwaVD8QzxqmurXnNN9FsPo.jpg	C:/My%20Web%20Sites/merlion_copia/merlionit.com/storage/app/uploads/3GpgCewLbLDkAjQJsSSwaVD8QzxqmurXnNN9FsPo.jpg	(from http://www.merlionit.com/)
11:23:10	162657/162657	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2012:19:20%20GMT	https://merlionit.com/storage/app/uploads/7dsL5dqzlQg2XEzHf9ZNM7uF5Ijf3n8B9lxYteG4.jpg	C:/My%20Web%20Sites/merlion_copia/merlionit.com/storage/app/uploads/7dsL5dqzlQg2XEzHf9ZNM7uF5Ijf3n8B9lxYteG4.jpg	(from http://www.merlionit.com/)
11:23:10	192995/192995	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2012:20:20%20GMT	https://merlionit.com/storage/app/uploads/IifPl25SLdSNhsHSxocrij2HdHmcogVsvTHcoFam.jpg	C:/My%20Web%20Sites/merlion_copia/merlionit.com/storage/app/uploads/IifPl25SLdSNhsHSxocrij2HdHmcogVsvTHcoFam.jpg	(from http://www.merlionit.com/)
11:23:10	249291/249291	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2012:20:01%20GMT	https://merlionit.com/storage/app/uploads/F9d6h1Jdhs6ccvc3twm73VoHkdOVW153fbDmKL7C.jpg	C:/My%20Web%20Sites/merlion_copia/merlionit.com/storage/app/uploads/F9d6h1Jdhs6ccvc3twm73VoHkdOVW153fbDmKL7C.jpg	(from http://www.merlionit.com/)
11:23:11	310252/310252	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2012:18:43%20GMT	https://merlionit.com/storage/app/uploads/13EbZW9vMJG5AP3TaIw6ZFQSKXdkT4WuphuDFQ4i.jpg	C:/My%20Web%20Sites/merlion_copia/merlionit.com/storage/app/uploads/13EbZW9vMJG5AP3TaIw6ZFQSKXdkT4WuphuDFQ4i.jpg	(from http://www.merlionit.com/)
11:23:11	240841/240841	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2012:20:16%20GMT	https://merlionit.com/storage/app/uploads/hSGvm3C5D9Z2EKIxRot8CTjpJbtsH1EQVnJAjIV4.jpg	C:/My%20Web%20Sites/merlion_copia/merlionit.com/storage/app/uploads/hSGvm3C5D9Z2EKIxRot8CTjpJbtsH1EQVnJAjIV4.jpg	(from http://www.merlionit.com/)
11:23:11	140803/140803	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2012:18:47%20GMT	https://merlionit.com/storage/app/uploads/1AWi1Fkd34UY0l0VE6c9kvCnwHB36F09azNpJGbm.jpg	C:/My%20Web%20Sites/merlion_copia/merlionit.com/storage/app/uploads/1AWi1Fkd34UY0l0VE6c9kvCnwHB36F09azNpJGbm.jpg	(from http://www.merlionit.com/)
11:23:11	161730/161730	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2012:21:37%20GMT	https://merlionit.com/storage/app/uploads/x2XsPnUSbmeTXEhnLWC4j7XReu7vl3zfcNhTpl6s.jpg	C:/My%20Web%20Sites/merlion_copia/merlionit.com/storage/app/uploads/x2XsPnUSbmeTXEhnLWC4j7XReu7vl3zfcNhTpl6s.jpg	(from http://www.merlionit.com/)
11:23:11	2797/2797	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Apr%202025%2015:23:55%20GMT	https://www.merlionit.com/public/site/assets/images/iconAbout.png	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/images/iconAbout.png	(from http://www.merlionit.com/)
11:23:12	50221/50221	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Apr%202025%2015:24:08%20GMT	https://www.merlionit.com/public/site/assets/images/img_yellow_instagram.png	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/images/img_yellow_instagram.png	(from http://www.merlionit.com/)
11:23:12	51897/51897	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Apr%202025%2015:24:08%20GMT	https://www.merlionit.com/public/site/assets/images/img_yellow_linkedin.png	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/images/img_yellow_linkedin.png	(from http://www.merlionit.com/)
11:23:12	51734/51734	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Apr%202025%2015:24:10%20GMT	https://www.merlionit.com/public/site/assets/images/img_yellow_twitter.png	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/public/site/assets/images/img_yellow_twitter.png	(from http://www.merlionit.com/)
11:23:12	640315/640315	---M--	200	added ('OK')	image/png	date:Mon,%2005%20May%202025%2012:20:12%20GMT	https://merlionit.com/storage/app/uploads/hBzZ6bgmx21BISrUfUPOkNcoUanG2KyA1dKwXyay.png	C:/My%20Web%20Sites/merlion_copia/merlionit.com/storage/app/uploads/hBzZ6bgmx21BISrUfUPOkNcoUanG2KyA1dKwXyay.png	(from http://www.merlionit.com/)
11:23:13	871794/871794	---M--	200	added ('OK')	image/png	date:Mon,%2005%20May%202025%2012:20:52%20GMT	https://merlionit.com/storage/app/uploads/OEuB0vRM4DoZNc0V5vWP3zQFnqM6aznTQvdOLXvy.png	C:/My%20Web%20Sites/merlion_copia/merlionit.com/storage/app/uploads/OEuB0vRM4DoZNc0V5vWP3zQFnqM6aznTQvdOLXvy.png	(from http://www.merlionit.com/)
11:23:13	13908/13908	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2012:21:03%20GMT	https://merlionit.com/storage/app/uploads/Qrp23Nre8QzmIaVfAVHX2X1aM6F0CuSmuhd0zHbx.jpg	C:/My%20Web%20Sites/merlion_copia/merlionit.com/storage/app/uploads/Qrp23Nre8QzmIaVfAVHX2X1aM6F0CuSmuhd0zHbx.jpg	(from http://www.merlionit.com/)
11:23:13	12101/12101	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2012:19:53%20GMT	https://merlionit.com/storage/app/uploads/dY5Dxz7sveiCNWLY6ckKVndogW3gwR94gTlsURJk.jpg	C:/My%20Web%20Sites/merlion_copia/merlionit.com/storage/app/uploads/dY5Dxz7sveiCNWLY6ckKVndogW3gwR94gTlsURJk.jpg	(from http://www.merlionit.com/)
11:23:13	8818/8818	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2012:19:57%20GMT	https://merlionit.com/storage/app/uploads/ekGMOCQbRbNrAbqXQxOUK1JUh8sW9UJhHdR3WoGl.jpg	C:/My%20Web%20Sites/merlion_copia/merlionit.com/storage/app/uploads/ekGMOCQbRbNrAbqXQxOUK1JUh8sW9UJhHdR3WoGl.jpg	(from http://www.merlionit.com/)
11:23:13	14061/14061	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2012:21:39%20GMT	https://merlionit.com/storage/app/uploads/x9Pnj0oSxL2ZPXHZphIHEXHNv0sEtVmP3wRjkLd1.jpg	C:/My%20Web%20Sites/merlion_copia/merlionit.com/storage/app/uploads/x9Pnj0oSxL2ZPXHZphIHEXHNv0sEtVmP3wRjkLd1.jpg	(from http://www.merlionit.com/)
11:23:14	15211/15211	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2012:19:09%20GMT	https://merlionit.com/storage/app/uploads/40upaYi8UK86JQhG3zYOm33e7d7aUlUhsP6UIhT9.jpg	C:/My%20Web%20Sites/merlion_copia/merlionit.com/storage/app/uploads/40upaYi8UK86JQhG3zYOm33e7d7aUlUhsP6UIhT9.jpg	(from http://www.merlionit.com/)
11:23:14	13752/13752	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2012:20:09%20GMT	https://merlionit.com/storage/app/uploads/gP0PRxHD6qaxkrm8spP2ZVJTDmhtKiThZ4Dja3qY.jpg	C:/My%20Web%20Sites/merlion_copia/merlionit.com/storage/app/uploads/gP0PRxHD6qaxkrm8spP2ZVJTDmhtKiThZ4Dja3qY.jpg	(from http://www.merlionit.com/)
11:23:14	11181/11181	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2012:21:45%20GMT	https://merlionit.com/storage/app/uploads/Ygfy36KM52HJuMPKIKH67VlQjDhZNro3WtGmffBO.jpg	C:/My%20Web%20Sites/merlion_copia/merlionit.com/storage/app/uploads/Ygfy36KM52HJuMPKIKH67VlQjDhZNro3WtGmffBO.jpg	(from http://www.merlionit.com/)
11:23:14	10549/10549	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2012:19:46%20GMT	https://merlionit.com/storage/app/uploads/CRzzwhSLDjomnZJgSQqAj6dkvx26vJU3Hc6pMRdd.jpg	C:/My%20Web%20Sites/merlion_copia/merlionit.com/storage/app/uploads/CRzzwhSLDjomnZJgSQqAj6dkvx26vJU3Hc6pMRdd.jpg	(from http://www.merlionit.com/)
11:23:14	9701/9701	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2012:20:56%20GMT	https://merlionit.com/storage/app/uploads/pj7t6EBw6GcYCGegLNnSV6qa5MD4T1TWs65YBW2O.jpg	C:/My%20Web%20Sites/merlion_copia/merlionit.com/storage/app/uploads/pj7t6EBw6GcYCGegLNnSV6qa5MD4T1TWs65YBW2O.jpg	(from http://www.merlionit.com/)
11:23:15	6885/6885	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2012:19:30%20GMT	https://merlionit.com/storage/app/uploads/9ujygikpbLAcDNqgc3E4AFMUzEN7xoNhgqj4oYen.jpg	C:/My%20Web%20Sites/merlion_copia/merlionit.com/storage/app/uploads/9ujygikpbLAcDNqgc3E4AFMUzEN7xoNhgqj4oYen.jpg	(from http://www.merlionit.com/)
11:23:15	22022/22022	---M--	200	added ('OK')	image/png	date:Mon,%2005%20May%202025%2012:20:43%20GMT	https://merlionit.com/storage/app/uploads/Mwjc3BL974N1plJlZvZfyfgTV8xWso6N5rUmcg3H.png	C:/My%20Web%20Sites/merlion_copia/merlionit.com/storage/app/uploads/Mwjc3BL974N1plJlZvZfyfgTV8xWso6N5rUmcg3H.png	(from http://www.merlionit.com/)
11:23:15	70367/70367	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:23:15%20GMT	https://www.merlionit.com/produto/izzy-construction	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/produto/izzy-construction.html	(from http://www.merlionit.com/)
11:23:15	329260/329260	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2012:20:52%20GMT	https://merlionit.com/storage/app/uploads/OEuxRgN8UyVDfcdfSa6nviHDxwglAbr3b8FbCREy.jpg	C:/My%20Web%20Sites/merlion_copia/merlionit.com/storage/app/uploads/OEuxRgN8UyVDfcdfSa6nviHDxwglAbr3b8FbCREy.jpg	(from http://www.merlionit.com/)
11:23:16	70972/70972	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:23:16%20GMT	https://www.merlionit.com/produto/izzi-cleaning	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/produto/izzi-cleaning.html	(from http://www.merlionit.com/)
11:23:16	276549/276549	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2012:21:19%20GMT	https://merlionit.com/storage/app/uploads/T2PdZQ0sWKnhGyuJcTmT695ycmMU7bQKbVNvrbW5.jpg	C:/My%20Web%20Sites/merlion_copia/merlionit.com/storage/app/uploads/T2PdZQ0sWKnhGyuJcTmT695ycmMU7bQKbVNvrbW5.jpg	(from http://www.merlionit.com/)
11:23:16	71821/71821	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:23:16%20GMT	https://www.merlionit.com/produto/izzy-pocket	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/produto/izzy-pocket.html	(from http://www.merlionit.com/)
11:23:16	156817/156817	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2012:19:43%20GMT	https://merlionit.com/storage/app/uploads/cEZIdS3bP1yvL76OlPk7qykouzjHjjOGdSDni0EF.jpg	C:/My%20Web%20Sites/merlion_copia/merlionit.com/storage/app/uploads/cEZIdS3bP1yvL76OlPk7qykouzjHjjOGdSDni0EF.jpg	(from http://www.merlionit.com/)
11:23:16	71506/71506	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:23:17%20GMT	https://www.merlionit.com/produto/izzy-hub	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/produto/izzy-hub.html	(from http://www.merlionit.com/)
11:23:17	208109/208109	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2012:19:22%20GMT	https://merlionit.com/storage/app/uploads/84gkKS1M7AQjPczTF2LI3kLVxZnOMPXB17lIYf9h.jpg	C:/My%20Web%20Sites/merlion_copia/merlionit.com/storage/app/uploads/84gkKS1M7AQjPczTF2LI3kLVxZnOMPXB17lIYf9h.jpg	(from http://www.merlionit.com/)
11:23:17	72855/72855	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:23:17%20GMT	https://www.merlionit.com/produto/izzy-car	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/produto/izzy-car.html	(from http://www.merlionit.com/)
11:23:17	267737/267737	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2012:19:40%20GMT	https://merlionit.com/storage/app/uploads/bZKrbS6Yux6uW7FICGzzcrnvbhwvLkAvwtnYlWRg.jpg	C:/My%20Web%20Sites/merlion_copia/merlionit.com/storage/app/uploads/bZKrbS6Yux6uW7FICGzzcrnvbhwvLkAvwtnYlWRg.jpg	(from http://www.merlionit.com/)
11:23:17	70951/70951	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:23:18%20GMT	https://www.merlionit.com/produto/izzy-dental	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/produto/izzy-dental.html	(from http://www.merlionit.com/)
11:23:17	312799/312799	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2012:19:31%20GMT	https://merlionit.com/storage/app/uploads/9yPMN9Gx6qOrYrNv6HmCfGuXT7vMQBtr8Q0yhqoJ.jpg	C:/My%20Web%20Sites/merlion_copia/merlionit.com/storage/app/uploads/9yPMN9Gx6qOrYrNv6HmCfGuXT7vMQBtr8Q0yhqoJ.jpg	(from http://www.merlionit.com/)
11:23:18	71139/71139	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2015:23:18%20GMT	https://www.merlionit.com/produto/izzy-parcel	C:/My%20Web%20Sites/merlion_copia/www.merlionit.com/produto/izzy-parcel.html	(from http://www.merlionit.com/)
11:23:18	302203/302203	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2012:20:42%20GMT	https://merlionit.com/storage/app/uploads/mgk4qRtfWqHyEb7ILd1v9y4MwNsn3SkCdoI39UFg.jpg	C:/My%20Web%20Sites/merlion_copia/merlionit.com/storage/app/uploads/mgk4qRtfWqHyEb7ILd1v9y4MwNsn3SkCdoI39UFg.jpg	(from http://www.merlionit.com/)
11:23:18	4832/4832	---M--	200	added ('OK')	image/png	date:Mon,%2005%20May%202025%2012:21:45%20GMT	https://merlionit.com/storage/app/uploads/yJ1xQY7V2j4dGtCnZoUpKJhkahAfbzpoGz4W9gXD.png	C:/My%20Web%20Sites/merlion_copia/merlionit.com/storage/app/uploads/yJ1xQY7V2j4dGtCnZoUpKJhkahAfbzpoGz4W9gXD.png	(from http://www.merlionit.com/)
11:23:18	5737/5737	---M--	200	added ('OK')	image/png	date:Mon,%2005%20May%202025%2012:19:39%20GMT	https://merlionit.com/storage/app/uploads/BvHKUEHTfXHu8D6rvRrlgOCregXSes8TUOvhjf64.png	C:/My%20Web%20Sites/merlion_copia/merlionit.com/storage/app/uploads/BvHKUEHTfXHu8D6rvRrlgOCregXSes8TUOvhjf64.png	(from http://www.merlionit.com/)
